siren,siret,link,mail,tel,denominationUsuelleEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,complementAdresseEtablissement,codePostalEtablissement,libelleCommuneEtablissement,activitePrincipaleEtablissement
340554237,3.41E+13,,,,,4,RUE,DE LA MAINE,LA GUERIVIERE,44690,MAISDON-SUR-SEVRE,01.21Z
340698034,3.41E+13,vins-nantes.fr,lachapelle@vins-nantes.fr,02 40 29 70 71,,27,RUE,MARTIN LUTHER KING,,44240,LA CHAPELLE-SUR-ERDRE,46.34Z
340807098,3.41E+13,chateau-de-la-preuille.fr,info@chateau-de-la-preuille.fr,,,,,LA PREUILLE,CHATEAU DE,85600,MONTAIGU-VENDEE,01.21Z
340936723,3.41E+13,lescelliersdegrandlieu.com,67contact@lescelliers.com,02 85 52 35 67,,15,RUE,JOLIOT-CURIE,,44720,SAINT-JOACHIM,46.34Z
340936723,3.41E+13,lescelliersdegrandlieu.com,67contact@lescelliers.com,02 85 52 35 67,,18,ROUTE,DE LA GAROTTERIE,,44860,SAINT-AIGNAN-GRANDLIEU,46.34Z
340936723,3.41E+13,lescelliersdegrandlieu.com,67contact@lescelliers.com,02 85 52 35 67,,,,ZI LE BREUIL,,85640,MOUCHAMPS,46.34Z
340980499,3.41E+13,,,,,39,RUE,DE CHATELAISON,SAINT GEORGES SUR LAYON,49700,DOUE-EN-ANJOU,01.21Z
341014348,3.41E+13,domainedhomme.com,contact@planete-communication.fr,02 41 45 06 53,,675,ROUTE,DE CHEMILLE,,49290,CHALONNES-SUR-LOIRE,01.21Z
341429371,3.41E+13,,,,,,,LA MORINIERE,,49610,SOULAINES-SUR-AUBANCE,01.21Z
341499317,3.41E+13,solivins.fr,,02 53 55 72 43,,8,RUE,DU MOULIN DES LANDES,,44840,LES SORINIERES,46.34Z
341610483,3.42E+13,,,02 41 56 70 64,,,RUE,DE LA MAIRIE,,49600,MONTREVAULT-SUR-EVRE,46.34Z
341929313,3.42E+13,,,,,,,LES OISONNIERES,CHAVAGNES,49380,TERRANJOU,01.21Z
342100336,3.42E+13,chateau-epire.com,,02 41 77 15 01,,,,CHAIS DU CHATEAU D EPIRE,,49170,SAVENNIERES,01.21Z
342328234,3.42E+13,,,,,,,LA GRANDE MASURE,,44430,LE LANDREAU,01.21Z
342552452,3.43E+13,,,,,60,RUE,RENE GASNIER,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
342610185,3.43E+13,,,,,,,CANCALE,LE CLOS DU PLESSIS,44430,LE LOROUX-BOTTEREAU,46.34Z
342661501,3.43E+13,,,,,,,CHAINTRE,,49400,SAUMUR,01.21Z
342933017,3.43E+13,,,,,34,RUE,DE LA GRELIERE,LD LA GRELIERE,44120,VERTOU,01.21Z
343110847,3.43E+13,,,,,,,L ORSELIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
343134417,3.43E+13,,,,,,,PLAISANCE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
343148490,3.43E+13,domaine-gagnerie.wifeo.com,,02 41 54 69 39,,,CHE,DE LA COUDRE,,49320,LES GARENNES SUR LOIRE,01.21Z
343222501,3.43E+13,,,02 40 36 10 79,,,,LE BOIS HUAUT,,44190,GORGES,01.21Z
343322665,3.43E+13,,,02 40 05 84 44,,,,CHAMPTELOUP,DOMAINE DE CHAMPTELOUP,49700,DOUE-EN-ANJOU,01.21Z
343322665,3.43E+13,,,02 40 05 84 44,,,,LA FORCHETIERE,,44650,CORCOUE-SUR-LOGNE,01.21Z
343322665,3.43E+13,,,02 40 05 84 44,,,,CHATEAU DE MONTGUERET,NUEIL SUR LAYON,49310,LYS-HAUT-LAYON,01.21Z
343322665,3.43E+13,,,02 40 05 84 44,,,CHATEAU,DU CLERAY,,44330,VALLET,01.21Z
343333159,3.43E+13,,,,,,,LA GELTIERE,,85500,SAINT-PAUL-EN-PAREDS,01.21Z
343400198,3.43E+13,,,,,,,LA BASSE CANTERIE,,44120,VERTOU,01.21Z
343408753,3.43E+13,,,,,,CLOS,DE L'ABBAYE,LE PUY NOTRE DAME,49260,LE PUY-NOTRE-DAME,01.21Z
343425641,3.43E+13,domainederocfontaine.com,contact@domainederocfontaine.com,02 41 51 46 89,,7,RUELLE,DES BIDEAUX,ROCFONTAINE,49730,PARNAY,01.21Z
343426532,3.43E+13,,,,,,,LA BALEINERIE,,49700,DOUE-EN-ANJOU,01.21Z
343431714,3.43E+13,collegialedomaineloire.com,contact@collegialedomaineloire.com,02 41 52 29 09,,,RTE,DE SANZIERS,LE BOIS MORIN,49260,LE PUY-NOTRE-DAME,46.34Z
343512703,3.44E+13,,,,,,,LA HALLOPIERE,,44690,MONNIERES,01.21Z
343513206,3.44E+13,,,,,9,RUE,DE LA SEVRE,,44690,LA HAIE-FOUASSIERE,01.21Z
343514022,3.44E+13,,,,,,,ST MARTIN,,44115,HAUTE-GOULAINE,01.21Z
343726634,3.44E+13,,,,,,LD,LE BOIS HAM,,49230,SEVREMOINE,01.21Z
343812350,3.44E+13,,,,,,,LA HAIE DE BERGE,,49270,OREE-D'ANJOU,01.21Z
343854253,3.44E+13,,,,,,,MILLE,,49380,TERRANJOU,01.21Z
343874087,3.44E+13,,,,,,,LA REBUNIERE,,44330,VALLET,01.21Z
344102819,3.44E+13,,,,,8,RUE,DE L'ABBAYE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
344336680,3.44E+13,,,,,,,LES GIRAUDIERES,,44190,GORGES,01.21Z
344371935,3.44E+13,,,02 51 71 77 20,,2,,LA HAIE TESSANTE,,44330,VALLET,01.21Z
344428826,3.44E+13,,,,,,,LA CROIX VIAU,SAINT SATURNIN SUR LOIRE,49250,BRISSAC LOIRE AUBANCE,01.21Z
344971106,3.45E+13,,,,,,,LA DOUVE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
345122493,3.45E+13,domaine-matignon.fr,info@domaine-matignon.fr,02 41 59 43 71,,21,AV,DU CHATEAU,,49380,TERRANJOU,01.21Z
345161947,3.45E+13,domainemenardgaborit.com,contact@domainemenardgaborit.com,02 40 54 61 06,,,,LA MINIERE,,44690,MONNIERES,01.21Z
345263891,3.45E+13,,,,,,,LES BUCHES,,49270,OREE-D'ANJOU,01.21Z
345291413,3.45E+13,domaine-etang.fr,,02 41 91 70 61,,,,ROUTE DE SAINT MATHURIN,BRISSAC QUINCE,49250,BRISSAC LOIRE AUBANCE,01.21Z
347392920,3.47E+13,,,02 41 54 14 99,,,,LA GABETTERIE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
347537789,3.48E+13,,,,,,,LA PETITE CROIX,,49380,BELLEVIGNE-EN-LAYON,01.21Z
347538613,3.48E+13,,,,,,,LES PETITS MARCHAIS,,49380,BELLEVIGNE-EN-LAYON,01.21Z
347743338,3.48E+13,,,02 40 06 98 27,,,,LA MAISON NEUVE,,44190,GORGES,01.21Z
347861999,3.48E+13,,,,,1,RUE,DE LA COUR NAULT,,49260,LE PUY-NOTRE-DAME,01.21Z
347910648,3.48E+13,,,,,10,RUE,DE L'EGLISE,,49700,BROSSAY,01.21Z
348047705,3.48E+13,,,,,,,LA BERTHAUDIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
348297656,3.48E+13,,,,,,,LA FRAPPILLONNIERE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
348299900,3.48E+13,domaine-foliette.com,foliette@orange.fr,02 40 36 92 28,,35,RUE,DE LA FONTAINE,,44690,LA HAIE-FOUASSIERE,01.21Z
348499252,3.48E+13,,,,,,,LE TERTRE,,44330,MOUZILLON,01.21Z
348506536,3.49E+13,,,,,,,LES QUATRE ROUTES,,44690,MAISDON-SUR-SEVRE,01.21Z
348509555,3.49E+13,,,,,11,,LE GAST,,44690,MAISDON-SUR-SEVRE,01.21Z
348557406,3.49E+13,domaine-lavigne.com,,02 41 52 92 57,,15,RUE,DES ROGELINS,,49400,VARRAINS,01.21Z
348590571,3.49E+13,,,,,122,AVENUE,DES ROCHES,,49590,FONTEVRAUD-L'ABBAYE,01.21Z
348615295,3.49E+13,,,02 41 59 43 07,,,,TREMOUSSEAU,,49310,LYS-HAUT-LAYON,01.21Z
348688961,3.49E+13,,,,,,,LA MOUCLETIERE,,44330,VALLET,01.21Z
348695180,3.49E+13,,,,,,,PLACE DE L'EGLISE,CHAMP SUR LAYON,49380,BELLEVIGNE-EN-LAYON,01.21Z
348783978,3.49E+13,,,,,62,RUE,DE BEAULIEU,,49400,SAUMUR,01.21Z
348795386,3.49E+13,,,,,60,,GRANDE RUE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
349230821,3.49E+13,muscadet-ganichaud.fr,ganichaud@wanadoo.fr,,,9,ROUTE,D'ANCENIS,,44330,MOUZILLON,01.21Z
349327213,3.49E+13,,,,,,,LA MARTINIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
349505545,3.50E+13,,,,,,,LE TREMBLAY,,49270,OREE-D'ANJOU,01.21Z
349505933,3.50E+13,,,,,,,BOURG,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
349623926,3.50E+13,,,,,,,LA CHRISTOPHIERE,CHRIST0PHIERE,49280,LA SEGUINIERE,01.21Z
349693234,3.50E+13,,,,,,,LE BOIS MOZE,,49250,BRISSAC LOIRE AUBANCE,01.21Z
349707083,3.50E+13,,,,,,,BEAUREGARD,,44330,MOUZILLON,01.21Z
349775650,3.50E+13,chenais-charpentier.webnode.fr,chenais-c@orange.fr,,,,,LA BRETONNIERE,,44430,LE LANDREAU,01.21Z
349997742,3.50E+13,,,,,13,ALL,DU 19 MARS 1962,DOUE LA FONTAINE,49700,DOUE-EN-ANJOU,01.21Z
350117628,3.50E+13,domainedelavrignaie.com,,,,,,LA NOUE,,85310,LE TABLIER,01.21Z
350359626,3.50E+13,,,,,,RTE,DE SAUMUR,LE BOIS DES DAMES,49260,MONTREUIL-BELLAY,01.21Z
350574059,3.51E+13,,,,,,,LES GAUMONTS,,49380,BELLEVIGNE-EN-LAYON,01.21Z
350638441,3.51E+13,,,,,,,LA POMMERAIE,,44330,VALLET,01.21Z
350708384,3.51E+13,,,,,,,CHATEAU DE TIGNE,,49310,LYS-HAUT-LAYON,01.21Z
350787628,3.51E+13,,,,,,,LUSTEAU,,44140,AIGREFEUILLE-SUR-MAINE,01.21Z
350792255,3.51E+13,,contact@domaine-severin.fr,,,3586,ROUTE,DES HAUTS DE CHAUME,ST AUBIN DE LUIGNE,49750,VAL-DU-LAYON,46.34Z
350815288,3.51E+13,,,,,,LD,LE PETIT VAL,,49380,TERRANJOU,01.21Z
350815601,3.51E+13,,,,,,,LA MULONNIERE,,49750,BEAULIEU-SUR-LAYON,01.21Z
350817508,3.51E+13,domainedesraynieres.com,,02 41 52 44 87,,33,RUE,DU RUAU,,49400,VARRAINS,01.21Z
351028402,3.51E+13,,,02 40 36 11 97,,2,PLACE,DU MUSCADET,LA BREBIONNIERE,44190,CLISSON,01.21Z
351162250,3.51E+13,clos-rougeard.com,contact@clos-rougeard.com,02 41 52 92 65,,14,ALL,DES TILLEULS,CHACE,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
351467071,3.51E+13,,,,,,,LA PAGUERIE,,49560,CLERE-SUR-LAYON,01.21Z
351706254,3.52E+13,,,,,1,RUE,MAURICE MASSIGNON,SAINT LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
351793252,3.52E+13,vignoble-papin.com,papin.herve2@wanadoo.fr,02 41 45 34 33,,1,,LES BESNERIES,,49610,MOZE-SUR-LOUET,01.21Z
351814264,3.52E+13,,,,,8,RUE,DU VIEUX PUITS,,49700,LOURESSE-ROCHEMENIER,01.21Z
352128797,3.52E+13,baumard.fr,contact@baumard.fr,02 41 78 70 03,,8,RUE,DE L'ABBAYE,LE LOGIS DE LA GIRAUDIERE,49190,ROCHEFORT-SUR-LOIRE,01.21Z
352477939,3.52E+13,,,,,66,RUE,LES NOYERS,MARTIGNE BRIAND,49380,TERRANJOU,01.21Z
352495717,3.52E+13,,,,,,,LES BARRES,,49190,VAL-DU-LAYON,01.21Z
352547723,3.53E+13,,,,,110,RUE,DE LA PALEINE,SAINT-CYR-EN-BOURG,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
352644215,3.53E+13,domainedestilleuls.fr,contact@domainedestilleuls.fr,02 40 33 60 04,,18,RUE,DU VIGNOBLE,,44330,LA REGRIPPIERE,01.21Z
352647861,3.53E+13,,,,,,RUE,DES MARTYRS,,49730,TURQUANT,01.21Z
352660708,3.53E+13,,,02 41 52 98 62,,,CHEMIN,DES DARS,VARRAINS,49400,VARRAINS,01.21Z
352782247,3.53E+13,didier-delaunay.fr,p.cabello.siteweb@gmail.com,02 41 45 34 53,,2,RUE,DES PRES,,49610,MOZE-SUR-LOUET,01.21Z
353013931,3.53E+13,,,,,,,LA GUITTIERE,,44430,LE LANDREAU,01.21Z
353014863,3.53E+13,,,02 40 06 95 74,,,,LA SIMPLERIE,,44190,GORGES,01.21Z
353031958,3.53E+13,,,02 41 70 45 86,,,LD,LA RUAUTE,,49230,SEVREMOINE,01.21Z
353079106,3.53E+13,,,,,32,RUE,DU PONT BARRE,,49190,VAL-DU-LAYON,01.21Z
353084056,3.53E+13,,,02 40 54 66 34,,101,RUE,DES QUARTERONS,,44690,MONNIERES,01.21Z
353121023,3.53E+13,,,,,,,LE GAST,,44690,MAISDON-SUR-SEVRE,01.21Z
353205230,3.53E+13,fandechenin.com,,02 41 78 98 25,,,RUE,DU COMMERCE,,49290,CHAUDEFONDS-SUR-LAYON,01.21Z
353211600,3.53E+13,,,02 41 78 37 57,,,,LA ROCHE,,49190,VAL-DU-LAYON,01.21Z
353235401,3.53E+13,,,,,,,LA BIGOTIERE,,44690,MAISDON-SUR-SEVRE,01.21Z
353252950,3.53E+13,,,,,,,LE PONT DE L OUEN,,44430,LE LOROUX-BOTTEREAU,01.21Z
353253107,3.53E+13,,,,,291,RUE,DU CHENE,LA COINDERIE,44430,LE LOROUX-BOTTEREAU,01.21Z
353339112,3.53E+13,,,,,,,LA BARIGAUDAIS,,44120,VERTOU,01.21Z
353339187,3.53E+13,,,,,67,ROUTE,DE LA FONTENELLE,,44120,VERTOU,01.21Z
353422595,3.53E+13,,,,,,,LE REVELLERIE,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
353441413,3.53E+13,,,,,17,,LA RECIVIERE,,44330,MOUZILLON,01.21Z
353528730,3.54E+13,sodib.fr,sodib@wanadoo.fr,02 41 56 12 06,,,RUE,ZONE INDUSTRIELLE DES COUR,ZONE D'ACTIVITES LES COURTILS,49310,LYS-HAUT-LAYON,46.34Z
353540438,3.54E+13,,,,,1224,RUE,DES CLOS,,49260,COURCHAMPS,01.21Z
353695646,3.54E+13,,,02 43 29 45 79,,,,LA BREVIERE,,72500,LUCEAU,01.21Z
353850811,3.54E+13,,,,,,,LE MARCHAIS RONDEAU,,49310,MONTILLIERS,01.21Z
377481361,3.77E+13,,,,,2,RUE,DES GRANDS JARDINS,LE CHAMPSIOME,44860,PONT-SAINT-MARTIN,01.21Z
377570585,3.78E+13,,,,,,,LE PINEAU,,49330,SCEAUX-D ANJOU,01.21Z
377619382,3.78E+13,,,,,26,RUE,RABELAIS,,49190,VAL-DU-LAYON,01.21Z
377619861,3.78E+13,,,,,,,FONTAINE DE CHASLES,,49380,BELLEVIGNE-EN-LAYON,01.21Z
377620794,3.78E+13,,,,,,,PIETON,,49250,BRISSAC LOIRE AUBANCE,01.21Z
377852389,3.78E+13,,,,,,,LA FOUCHERAIE,,72310,LOIR EN VALLEE,01.21Z
377861158,3.78E+13,,,,,387,RUE,JEAN GASCHET,,49700,DOUE-EN-ANJOU,01.21Z
378021448,3.78E+13,boutique.chateaudeplaisance.com,bonjour@chateaudeplaisance.com,02 41 78 33 01,,,,PLAISANCE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
378116065,3.78E+13,domainedewagram.fr,info@domainedewagram.fr,02 41 59 51 96,,,,WAGRAM,,49310,LYS-HAUT-LAYON,01.21Z
378269740,3.78E+13,,,,,,,LE HAUT LATAY,,44140,AIGREFEUILLE-SUR-MAINE,01.21Z
378318505,3.78E+13,,,,,,,LES ROCHETTES,,49400,SAUMUR,01.21Z
378320212,3.78E+13,domainedessablonnieres.com,,02 41 51 32 98,,365,RUE,JEAN GASCHET,,49700,DOUE-EN-ANJOU,01.21Z
378375240,3.78E+13,domainedelagauterie.com,,02 41 45 50 04,,,,LA GAUTERIE,,49250,BRISSAC LOIRE AUBANCE,01.21Z
378386346,3.78E+13,,,,,10,RUE,VALBRUN,,49730,PARNAY,01.21Z
378442131,3.78E+13,,,,,,,LES GUERCHES,,44690,MONNIERES,01.21Z
378507933,3.79E+13,,,,,,,LA VRIGNAIE,,85660,SAINT-PHILBERT-DE-BOUAINE,01.21Z
378825376,3.79E+13,,,,,,,LA PAONNERIE,,44150,VAIR-SUR-LOIRE,01.21Z
378872493,3.79E+13,,,02 51 41 97 52,,,,LES LANDES,,85660,SAINT-PHILBERT-DE-BOUAINE,01.21Z
378995237,3.79E+13,,,02 51 00 60 87,,,,LA CHAIGNEE,,85770,VIX,01.21Z
379124126,3.79E+13,,,,,,,LA SAULAIE,SAINT AUBIN DE LUIGNE,49190,VAL-DU-LAYON,01.21Z
379145840,3.79E+13,,,02 41 78 30 35,,38,RUE,RABELAIS,,49190,VAL-DU-LAYON,01.21Z
379180565,3.79E+13,,,,,,,LES BARONNERIES,,49380,TERRANJOU,01.21Z
379262587,3.79E+13,vignoblejaumouille.fr,vignoblejaumouille@gmail.com,02 41 70 41 72,,4,,LA NOUE,,49230,SEVREMOINE,01.21Z
379272099,3.79E+13,,,,,,,LE CLOS DES CORDELIERS,,49400,SOUZAY-CHAMPIGNY,01.21Z
379314883,3.79E+13,,,02 40 06 33 33,,,,LE CHENE,LA CHAPELLE BASSE MER,44450,DIVATTE-SUR-LOIRE,01.21Z
379388234,3.79E+13,,,,,,,LA PETITE CROIX,,49380,BELLEVIGNE-EN-LAYON,01.21Z
379535016,3.80E+13,,,,,16,AV,DES TROIS PONTS,LA CHEVALIERE,49380,BELLEVIGNE-EN-LAYON,01.21Z
379551401,3.80E+13,,,,,,,LA GAUTERIE,ST LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
379589385,3.80E+13,,,,,93,,GRAND'RUE,,49400,VARRAINS,01.21Z
379591860,3.80E+13,,,,,,,BEAU SOLEIL,,44330,MOUZILLON,01.21Z
379592157,3.80E+13,,,,,,,DOMAINE DE VAUCALE,,49540,AUBIGNE-SUR-LAYON,01.21Z
379782139,3.80E+13,,,,,,,LA PINSONNERIE,FAYE D ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
379833544,3.80E+13,grolleaugris.fr,contact@grolleaugris.fr,02 40 21 45 16,,,,LES PRIES,,44580,VILLENEUVE-EN-RETZ,01.21Z
379975253,3.80E+13,,,,,218,,LA MAILLERE,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
379975253,3.80E+13,,,,,,,LâHOMMELAIS,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
380014878,3.80E+13,,,02 40 36 39 03,,125,,LES CORBEILLERES,,44330,VALLET,01.21Z
380186049,3.80E+13,,,,,,,LE PETIT CERNAY,,49310,CERNUSSON,01.21Z
380359760,3.80E+13,denecheregeffard.site-solocal.com,lapetitecroix@yahoo.fr,02 41 54 06 99,,,,LA PETITE CROIX,,49380,BELLEVIGNE-EN-LAYON,01.21Z
380444034,3.80E+13,,,,,,LD,LES VARANNES,,49700,DOUE-EN-ANJOU,01.21Z
380477182,3.80E+13,,,,,,,LA NOUETTE,NUEIL SUR LAYON,49310,LYS-HAUT-LAYON,01.21Z
380542498,3.81E+13,,,,,1,,LES CORBINIERES,,44430,LE LANDREAU,01.21Z
380558759,3.81E+13,,,,,,,LA FILOTIERE,,49270,OREE-D'ANJOU,01.21Z
380636118,3.81E+13,,,,,,,LA GROLERIE,,44120,VERTOU,01.21Z
380641753,3.81E+13,,contact@anthrasite-creation.fr,02 40 54 38 44,,,,LE MAGASIN,,44190,GORGES,01.21Z
380643379,3.81E+13,,,,,,,DOMAINE DE LA FRUITIERE,,44690,CHATEAU-THEBAUD,46.34Z
380711044,3.81E+13,maillard-vigneron.com,contact@maillard-vigneron.com,02 40 80 44 92,,59,,LE PE DE SEVRE,,44330,LE PALLET,01.21Z
380718361,3.81E+13,,,,,,,ARDENAY,,49290,CHAUDEFONDS-SUR-LAYON,01.21Z
380740324,3.81E+13,,,02 40 03 64 49,,2,,LE MARTINET,#NOM?,44450,DIVATTE-SUR-LOIRE,01.21Z
380742858,3.81E+13,,,02 41 54 65 14,,20,RTE,DE MARTIGNEAU,,49320,LES GARENNES SUR LOIRE,01.21Z
380882886,3.81E+13,,,,,,LD,AUNIS,DAMPIERRE SUR LOIRE,49400,SAUMUR,01.21Z
380903013,3.81E+13,,,,,,,LE PIQUERANT,,85670,LA CHAPELLE-PALLUAU,01.21Z
380926501,3.81E+13,,,,,,,BEAUCHENE,,44430,LE LANDREAU,01.21Z
380971754,3.81E+13,,,,,,,LA PENISSIERE,,44690,CHATEAU-THEBAUD,01.21Z
380994988,3.81E+13,domaineduroty.fr,domaineduroty@orange.fr,02 40 98 00 88,,,,LE ROTY,,44150,VAIR-SUR-LOIRE,01.21Z
381022631,3.81E+13,saint-arnoul.com,vignoble@saint-arnoul.com,02 41 59 43 62,,5,RUE,DES CAVES SOUSIGNE MARTIGNE-BRIA,,49380,TERRANJOU,01.21Z
381066513,3.81E+13,,,,,11,RUE,D'ANJOU,,49700,DOUE-EN-ANJOU,01.21Z
381077387,3.81E+13,,,,,,,CHATEAU DE TARGE,,49730,PARNAY,01.21Z
381081363,3.81E+13,,,,,,,LA MINOTERIE,,44270,PAULX,01.21Z
381139799,3.81E+13,vinsjeanlouislhumeau.com,,02 41 59 30 51,,7,RUE,ST VINCENT,,49700,DOUE-EN-ANJOU,01.21Z
381173624,3.81E+13,,,,,,,LE CHATEAU DE LA MALONNIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
381189679,3.81E+13,,,,,11,RUE,DES VARENNES,SAINT LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
381241132,3.81E+13,,,02 40 33 81 82,,,,LA MARTELIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
381243542,3.81E+13,,,,,,,SAINTE FOY,SAINT LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
381384791,3.81E+13,,,,,,,CHATEAU DE BREZE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
381546860,3.82E+13,,,,,,,LA HALLOPIERE,,44690,MONNIERES,01.21Z
381584010,3.82E+13,,,,,,,CHANTELOUP,,49260,VAUDELNAY,01.21Z
381630938,3.82E+13,,,,,,,LES LANDAIS,,44330,LE PALLET,01.21Z
381682137,3.82E+13,,,,,,PL,DU MARCHE,,44120,VERTOU,46.34Z
381876424,3.82E+13,,,02 40 36 31 16,,,,CHAINTRE,,44330,MOUZILLON,46.34Z
381914266,3.82E+13,,,,,,,LA BERNARDIERE,,44330,CHAPELLE-HEULIN (LA),01.21Z
382001717,3.82E+13,,,,,,,LA MORANDIERE,,44330,MOUZILLON,01.21Z
382040236,3.82E+13,,,,,,,CHATEAU DE FESLES,,49380,BELLEVIGNE-EN-LAYON,01.21Z
382067171,3.82E+13,,,,,,,LA TOUQUETIERE,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
382116671,3.82E+13,,,,,,,LA REBOURGERE,,44690,MAISDON-SUR-SEVRE,01.21Z
382160869,3.82E+13,,,,,337,CHEMIN,DU VILLAGE,LIEUDIT LA FONTAINE DE CHASLES - THOUA,49380,BELLEVIGNE-EN-LAYON,01.21Z
382253532,3.82E+13,,,,,,,MIDOUIN LE HAUT,ST HILAIRE ST FLORENT,49400,SAUMUR,01.21Z
382253532,3.82E+13,,,,,,,SAINTE BARBE,,49310,LYS-HAUT-LAYON,01.21Z
382297125,3.82E+13,chateau-de-rosnay.com,,02 51 30 59 06,,,,LE BOURG,,85320,ROSNAY,01.21Z
382314276,3.82E+13,,,,,4,RUE,SAINT VINCENT,BREZE,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
382369296,3.82E+13,,,,,52,RTE,DE MONTREUIL,,49700,DOUE-EN-ANJOU,01.21Z
382371680,3.82E+13,domaine-paleine.com,,02 41 52 21 24,,9,RUE,DE LA PALEINE,,49260,LE PUY-NOTRE-DAME,01.21Z
382396646,3.82E+13,,,,,,,LA ROCHE,,49320,BRISSAC LOIRE AUBANCE,01.21Z
382407807,3.82E+13,,,,,,,LA PERRIERE,,72250,PARIGNE L EVEQUE,01.21Z
382463263,3.82E+13,,,,,,,LES VIGNES,,49110,MONTREVAULT-SUR-EVRE,01.21Z
382579803,3.83E+13,,,,,,,LES ROCHETTES,,49700,DOUE-EN-ANJOU,01.21Z
382580553,3.83E+13,girardrie.com,domaine@girardrie.com,02 41 52 25 10,,,,CIX,,49260,LE PUY-NOTRE-DAME,01.21Z
382614071,3.83E+13,,,,,,CHE,DU GRAND HAME,,49170,SAVENNIERES,01.21Z
382695013,3.83E+13,,,,,,LD,LE PRE BASSORT,,44430,LE LOROUX-BOTTEREAU,01.21Z
382766426,3.83E+13,chateau-viaudiere.fr,1and1@preambulles.fr,03 89 29 32 39,,,,LA VIAUDIERE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
382834349,3.83E+13,,,,,10,RUE,DE LA POSTE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
382894673,3.83E+13,,,,,15,RUE,D'ARGENTON,,49700,DOUE-EN-ANJOU,01.21Z
382980068,3.83E+13,,,,,,,MOSSEME,,49260,VAUDELNAY,01.21Z
383101789,3.83E+13,,,,,,,LA GOUPILLERE,,44860,PONT-SAINT-MARTIN,01.21Z
383117587,3.83E+13,domaine-de-nerleux.fr,,02 41 51 61 04,SCEA REGIS NEAU,4,RUE,DE LA PALEINE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
383117769,3.83E+13,,,02 41 78 33 33,,,,LE GRAND BEAUVAIS,,49190,VAL-DU-LAYON,01.21Z
383139433,3.83E+13,,,,,,LD,CHAMPOINET,,44330,MOUZILLON,01.21Z
383141900,3.83E+13,valbrun.com,leocharruau@valbrun.com,,,74,RUE,VALBRUN,,49730,PARNAY,01.21Z
383218823,3.83E+13,,,,,,,,,85570,SAINT-VALERIEN,01.21Z
383320090,3.83E+13,domaineduparadis.com,,09 86 16 54 57,,13,RUE,DU PARADIS,,44690,LA HAIE-FOUASSIERE,01.21Z
383333127,3.83E+13,,,,,4,RUE,DE LA PALEINE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
383365632,3.83E+13,,,,,7,RUE,SAINT-VINCENT,,44120,VERTOU,01.21Z
383424587,3.83E+13,,,02 41 59 68 80,,,,LA GAUBRETIERE,,49380,TERRANJOU,01.21Z
383447893,3.83E+13,hesiode.com,,02 41 43 97 85,,3,RUE,RENE HERSEN,CTRE AFFAIRES BOCAGE,49240,AVRILLE,46.34Z
383457017,3.83E+13,,,,,33,IMPASSE,PAUL PAINLEVE,,49260,MONTREUIL-BELLAY,01.21Z
383678810,3.84E+13,,,,,,,LA MORANDIERE,,44330,MOUZILLON,01.21Z
383686540,3.84E+13,,,02 40 80 44 17,,44,,BRETIGNE,,44330,LE PALLET,01.21Z
383781465,3.84E+13,sagesse-des-sols.com,contact@sagesse-des-sols.com,02 41 59 65 73,,20,RUE,DU PRESSOIR MALIGNE,MARTIGNE BRIAND,49380,TERRANJOU,01.21Z
383809167,3.84E+13,,,,,9,PLACE,MADAME MAUCLERC,,72340,LA CHARTRE-SUR-LE-LOIR,01.21Z
